gutenberg_id,short_title,gutenberg_title,genre,year,author,section,class,act,scene,character,line_number,text
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,title,NA,NA,NA,NA,MACBETH
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,author,NA,NA,NA,NA,by William Shakespeare
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents_header,NA,NA,NA,NA,Contents
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT I,NA,NA,NA,ACT I
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT I,Scene I,NA,NA,Scene I. An open Place.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT I,Scene II,NA,NA,Scene II. A Camp near Forres.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT I,Scene III,NA,NA,Scene III. A heath.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT I,Scene IV,NA,NA,Scene IV. Forres. A Room in the Palace.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT I,Scene V,NA,NA,Scene V. Inverness. A Room in Macbeth’s Castle.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT I,Scene VI,NA,NA,Scene VI. The same. Before the Castle.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT I,Scene VII,NA,NA,Scene VII. The same. A Lobby in the Castle.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT II,NA,NA,NA,ACT II
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT II,Scene I,NA,NA,Scene I. Inverness. Court within the Castle.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT II,Scene II,NA,NA,Scene II. The same.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT II,Scene III,NA,NA,Scene III. The same.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT II,Scene IV,NA,NA,Scene IV. The same. Without the Castle.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT III,NA,NA,NA,ACT III
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT III,Scene I,NA,NA,Scene I. Forres. A Room in the Palace.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT III,Scene II,NA,NA,Scene II. The same. Another Room in the Palace.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT III,Scene III,NA,NA,"Scene III. The same. A Park or Lawn, with a gate leading to the Palace."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT III,Scene IV,NA,NA,Scene IV. The same. A Room of state in the Palace.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT III,Scene V,NA,NA,Scene V. The heath.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT III,Scene VI,NA,NA,Scene VI. Forres. A Room in the Palace.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT IV,NA,NA,NA,ACT IV
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT IV,Scene I,NA,NA,"Scene I. A dark Cave. In the middle, a Cauldron Boiling."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT IV,Scene II,NA,NA,Scene II. Fife. A Room in Macduff’s Castle.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT IV,Scene III,NA,NA,Scene III. England. Before the King’s Palace.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT V,NA,NA,NA,ACT V
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT V,Scene I,NA,NA,Scene I. Dunsinane. A Room in the Castle.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT V,Scene II,NA,NA,Scene II. The Country near Dunsinane.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT V,Scene III,NA,NA,Scene III. Dunsinane. A Room in the Castle.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT V,Scene IV,NA,NA,Scene IV. Country near Dunsinane: a Wood in view.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT V,Scene V,NA,NA,Scene V. Dunsinane. Within the castle.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT V,Scene VI,NA,NA,Scene VI. The same. A Plain before the Castle.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT V,Scene VII,NA,NA,Scene VII. The same. Another part of the Plain.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,contents,ACT V,Scene VIII,NA,NA,Scene VIII. The same. Another part of the field.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_header,NA,NA,NA,NA,Dramatis Personæ
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"DUNCAN, King of Scotland."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"MALCOLM, his Son."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"DONALBAIN, his Son."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"MACBETH, General in the King’s Army."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"BANQUO, General in the King’s Army."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"MACDUFF, Nobleman of Scotland."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"LENNOX, Nobleman of Scotland."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"ROSS, Nobleman of Scotland."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"MENTEITH, Nobleman of Scotland."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"ANGUS, Nobleman of Scotland."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"CAITHNESS, Nobleman of Scotland."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"FLEANCE, Son to Banquo."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"SIWARD, Earl of Northumberland, General of the English Forces."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"YOUNG SIWARD, his Son."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"SEYTON, an Officer attending on Macbeth."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"BOY, Son to Macduff."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,An English Doctor.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,A Scottish Doctor.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,A Soldier.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,A Porter.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,An Old Man.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,LADY MACBETH.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,LADY MACDUFF.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,Gentlewoman attending on Lady Macbeth.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"HECATE, and three Witches."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,"Lords, Gentlemen, Officers, Soldiers, Murderers, Attendants and"
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,Messengers.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,dramatis_personae,NA,NA,NA,NA,The Ghost of Banquo and several other Apparitions.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"SCENE: In the end of the Fourth Act, in England; through the rest of"
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,front_matter,scene_description,NA,NA,NA,NA,"the Play, in Scotland; and chiefly at Macbeth’s Castle."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,reference,ACT I,NA,NA,NA,ACT I
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,reference,ACT I,SCENE I,NA,NA,SCENE I. An open Place.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,directions,ACT I,SCENE I,NA,NA,Thunder and Lightning. Enter three Witches.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,FIRST WITCH,1,When shall we three meet again?
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,FIRST WITCH,2,"In thunder, lightning, or in rain?"
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,SECOND WITCH,3,"When the hurlyburly’s done,"
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,SECOND WITCH,4,When the battle’s lost and won.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,THIRD WITCH,5,That will be ere the set of sun.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,FIRST WITCH,6,Where the place?
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,SECOND WITCH,7,Upon the heath.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,THIRD WITCH,8,There to meet with Macbeth.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,FIRST WITCH,9,"I come, Graymalkin!"
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,SECOND WITCH,10,Paddock calls.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,THIRD WITCH,11,Anon.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,ALL,12,"Fair is foul, and foul is fair:"
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE I,ALL,13,Hover through the fog and filthy air.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,directions,ACT I,SCENE I,NA,NA,[Exeunt.]
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,reference,ACT I,SCENE II,NA,NA,SCENE II. A Camp near Forres.
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE II,ALL,14,"Alarum within. Enter King Duncan, Malcolm, Donalbain, Lennox, with"
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE II,ALL,15,"Attendants, meeting a bleeding Captain."
1533,Macbeth,MACBETH,Tragedy,1606,William Shakespeare,contents,dialogue,ACT I,SCENE II,DUNCAN,16,"What bloody man is that? He can report,"
